LABELS,NEWS
NEGATIVE,"تین ماہ بعد پیراسیٹامول کی قیمت میں پھر اضافہ، نئی قیمت مقرر"
POSITIVE,یرقان میں مبتلا مریضوں کیلئے انتہائی فائدہ مند نسخے
NEUTRAL,نیند میں باتیں کرنے کا راز کیا ہے؟
NEGATIVE,"ملک ہیضے کی وبا کی لپیٹ میں، چودہ ماہ میں 4 لاکھ کے قریب مشتبہ کیسز رپورٹ"
NEUTRAL,ورزش کرنے کا بہترین وقت کون سا ہے؟
NEGATIVE,ڈریپ نے غیر معیاری ادویات کی تیاری پر 2 فارما کمپنیوں کے لائسنس کینسل کر دیے
NEUTRAL,نظر کے چشمے سے چھٹکارے کے لیے کون سا علاج بہتر ہے؟
NEUTRAL,مائیگرین سے نجات کے لیے تلسی کا استعمال کیسے کریں؟
NEGATIVE,کرونا وائرس کیسز رپورٹ ہونے کا سلسلہ جاری
NEGATIVE,"برڈ فلو پوری دنیا میں پھیلنے لگا، ماہرین نے خطرے کی گھنٹی بجا دی"
NEUTRAL,گلے میں خراش کی وجوہات کیا ہوتی ہیں؟
POSITIVE,ان غذاؤں کا رس یرقان سے چھٹکارے میں معاون ہوتا ہے
NEGATIVE,ایڈلر کی وہ کارآمد ایجاد جو صحت کے لیے نقصان دہ بھی ثابت ہوسکتی ہے
NEGATIVE,"افریقی ممالک میں نئی وبا کا پھیلاؤ،  40 اموات"
NEGATIVE,وہ 3 غذائیں جو آپ کا وزن کم نہیں ہونے دیں گی
NEGATIVE,ہارٹ اٹیک کی کیا وجوہات ہوسکتی ہیں؟
POSITIVE,بڑھاپے میں دماغی امراض سے بچنے کا آسان حل
NEUTRAL,کیا ہر دوا دودھ کے ساتھ کھائی جاسکتی ہے؟
POSITIVE,کھلی فضا میں ورزش سے دگنے فوائد
POSITIVE,کیلشیم کی کمی سے ہونے والی بیماری کا علاج
NEGATIVE,لبلبے کی سوزش کو نظر انداز کرنا کیوں خطرناک ہے؟
POSITIVE,"یہ سرخ پھل کھائیں، دل کی بیماریاں دور بھگائیں"
NEUTRAL,خون عطیہ کرنا صحت کے لیے کتنا مفید ہے؟
NEGATIVE,"افریقی ملک میں نامعلوم بیماری سے اموات شروع، لوگوں میں خوف"
NEUTRAL,لاہور میں پولیو وائرس کی تصدیق کے بعد ملک کے 39 اضلاع میں مہم کا آغاز
POSITIVE,دال کھانے کے حیرت انگیز فوائد
NEGATIVE,پیراسیٹامول گولی کی قیمت میں اضافے کی منظوری
NEUTRAL,پیراسٹامول سیرپ اور گولی کی قیمت میں کتنا اضافہ ہو رہا ہے؟
NEUTRAL,صبح برش کیے بغیر پانی پینا کیسا ہے؟ جانئے اہم معلومات
NEUTRAL,"مچھلی فرائی کرنے کے لیے سب سے صحت بخش، محفوظ تیل کون سا ہے؟"
NEUTRAL,صحتی ایپ کے نئے ورژن میں کیا نئی خوبیاں ہیں؟
NEGATIVE,ڈریپ کا ادویات کی قیمتوں کے حوالے سے بڑا فیصلہ
POSITIVE,یہ کانٹے دار پھل دائمی بیماریاں ختم کرنے میں مددگار
NEGATIVE,دواساز کمپنیوں کا پیدوار بند کرنے کا اعلان
POSITIVE,50 منٹ کچن کی صفائی کس ورزش سے زیادہ مفید ہے؟
NEUTRAL,دانتوں کو صحت مند بنانے کے لیے یہ چیز استعمال کریں
NEGATIVE,الٹرا پروسیسڈ کھانے شوق سے کھانے والوں کو ایک بڑے خطرے کا سامنا
NEUTRAL,دل کے مریض کتنے انڈے کھا سکتے ہیں؟
NEUTRAL,کینیا جاپان کا تیار کردہ بائیو میٹرک نظام کیوں اپنانا چاہتا ہے؟
NEGATIVE,ادویات ساز کمپنیوں کی دھمکی کام کر گئی
NEGATIVE,صارفین کے لیے الرٹ: مقامی کمپنی کی فولک ایسڈ اور آئرن کی گولیاں نہ خریدیں!
NEGATIVE,برطانیہ کے شعبہ صحت نے تاریخ کی سب سے بڑی ہڑتال کر دی
NEGATIVE,ہوشیار! دماغی کارکردگی کو کم کرنے والی وجہ
NEUTRAL,کمر کا درد کیوں ہوتا ہے؟ وجوہات اور علاج
NEGATIVE,’دواؤں کی قیمتیں بڑھائی جائیں‘ حکومت کو ایک ہفتے مہلت
NEGATIVE,"رواں سال کی پہلی قومی انسداد پولیو مہم ہدف کے حصول میں ناکام، ذرائع"
NEGATIVE,ملک بھر میں کرونا وائرس کیسز ریکارڈ ہونے کا سلسلہ جاری
NEUTRAL,آنکھوں کے نیچے حلقے کیسے ختم کیے جائیں؟
POSITIVE,چنے کی روٹی بالوں کیلئے جادوئی اثر رکھتی ہے
NEUTRAL,کیا انسان دونوں گردوں کے بغیر زندہ رہ سکتا ہے؟
POSITIVE,"پلازما کی تیاری، یواےای اور پاکستان میں معاہدہ"
NEGATIVE,"کیماڑی میں اموات خسرہ کے باعث ہوئیں، وزارت صحت"
NEGATIVE,خبردار! چائے کے ساتھ یہ کھانا زہر قاتل ہوسکتا ہے
NEGATIVE,یہ نقصان جان لیں تو آپ اپنے بچوں کو کبھی اسمارٹ فون نہ دیں
POSITIVE,"گھر میں ہی صرف چند سیکنڈ میں اپنی صحت سے متعلق جانیں، انتہائی آسان ٹیسٹ"
NEGATIVE,بھارتی کمپنی نے کھانسی کے شربت کی پیداوار روک دی
NEUTRAL,اسکول مہم: 5 سے 18 سال تک کے بچوں کو پیٹ کے کیڑے مارنے کی دوا دی جائے گی
POSITIVE,سانس کی خطرناک بیماری میں سرسوں کے تیل کی افادیت جانئے
NEGATIVE,باڈی اسپرے چھڑکنے سے پہلے اس کے خطرے سے آگاہ ہوجائیں!
NEUTRAL,دانت پیسنا بیماری یا ذہنی کیفیت؟ جانئے
NEUTRAL,موذی مرض جذام سے کیسے بچا جائے؟
NEUTRAL,عالمی ادارہ صحت کا کرونا وائرس کے حوالے سے اہم بیان
NEGATIVE,میز پر سر رکھ کے سونے کا نقصان جانتے ہیں؟
NEUTRAL,نہ سونے والے بچوں سے کیسے نمٹا جائے؟
NEUTRAL,بسکٹ کھانا انسانی صحت پر کیا اثر ڈالتا ہے؟
POSITIVE,صحت مند رہنا چاہتے ہیں تو یہ 2 عادات اپنا لیں
POSITIVE,کمفرٹ زون : خود کو خوف کے خول سے کیسے نکالا جائے؟
NEUTRAL,ترسیلات زر میں کمی کی کیا وجوہات ہیں؟ اسٹیٹ بینک نے بتادیا
POSITIVE,"تازی اور باسی مچھلی کی پہچان، مچھلیوں کی تازگی کے  گریڈز"
NEGATIVE,"قومی ادارہ صحت میں اصلاحات پر عمل درآمد نہ ہو سکا، 2 سال گزر گئے"
NEGATIVE,گیس کے چولھے پر کھانا پکانا کتنا نقصان دہ ہے؟ سائنس دانوں کی نئی تحقیق
NEGATIVE,ملک میں کرونا وائرس کے مزید نئے کیسز رپورٹ
POSITIVE,مچھلی گردوں کے امراض میں بھی فائدہ مند
NEUTRAL,سنہ 2028 تک بڑھاپا روکنا ممکن ہوجائے گا؟
NEUTRAL,بڑھتی عمر کے ساتھ کن غذاؤں سے پرہیز ضروری ہوتا ہے؟
NEGATIVE,جاپان میں شدید مہنگائی کا 41 سالہ ریکارڈ ٹوٹ گیا
NEGATIVE,"خطرناک بیماری نے افریقی ملک میں پنجے گاڑھ لئے، ڈبلیو ایچ او کی وارننگ"
NEGATIVE,کورونا سے اموات میں اضافہ : عالمی ادارہ صحت کا دنیا کو اہم پیغام
NEGATIVE,"اینٹی بائیوٹک ادویات کی شدید قلت، یورپی یونین سے اہم مطالبہ"
NEGATIVE,"دل کے مریضوں میں اضافہ، عالمی ادارہ صحت نے خبردار کردیا"
NEUTRAL,بیمار بچوں کی صحتیابی میں کون سی چیز مددگار؟
NEGATIVE,چاکلیٹس میں زہریلے دھاتی اجزاء کا استعمال
POSITIVE,بیر کھائیں اور یہ بیماری دور بھگائیں
POSITIVE,"6 منٹ کی سخت ورزش کا حیران کن نتیجہ، نئی تحقیق"
NEUTRAL,آنکھوں کے گرد پڑی جھریاں کیسے دور کریں؟
NEUTRAL,کیا آپ کولیسٹرول کنٹرول کرنے والی ان عام غذائیوں سے واقف ہیں؟
NEGATIVE,"بجلی بریک ڈاؤن سے اسپتالوں میں سرجریز معطل، ایکسرے مشینیں بند"
NEUTRAL,"دھوکا نہ کھائیں، اصلی مُشکے کی پہچان کیسے کریں؟"
NEGATIVE,غیر معیاری میک اپ اور مختلف ٹریٹ منٹس چہرے کے لیے زہر قاتل ثابت ہوسکتے ہیں
POSITIVE,پیپلز پارٹی کا گلگت بلتستان میں امراض قلب کا جدید اسپتال بنانے کا اعلان
NEGATIVE,ملک بھر میں کرونا وائرس کے کیسز رپورٹ ہونے کا سلسلہ جاری
NEUTRAL,نیند نہیں آتی؟ تو یہ انوکھا طریقہ آزما کر دیکھیں
NEGATIVE,"بھارت میں کینسر کی شرح میں ہولناک اضافہ، ماہرین نے خطرے کی گھنٹی بجا دی"
NEUTRAL,کہیں آپ کو چائے کی لت تو نہیں؟
NEUTRAL,روزانہ دہی استعمال کرنے والے ہوجائیں ہوشیار
NEGATIVE,آئی ایم ایف معاہدہ نہ ہوا تو؟ شوکت ترین نے خطرے کی گھنٹی بجادی
NEUTRAL,مچھلی کھانا نقصان دہ ہے؟ نئی تحقیق
NEGATIVE,فیٹی لیور کس موذی مرض کی وجہ بن سکتا ہے؟جانئے
NEGATIVE,"فارما کمپنیوں کے پاس خام مال ختم، ادویات کے شدید بحران کا امکان"
POSITIVE,محققین نے علاج کے دوران ادویات کا استعمال کم کرنے کا طریقہ معلوم کر لیا
NEUTRAL,"دیسی انڈے زیادہ مفید ہیں یا فارمی، غذائی ماہرین کیا کہتے ہیں؟"
POSITIVE,مولی کے بیج سے گردے کی پتھری کا علاج
POSITIVE,"ذیابیطس کے مریضوں کے لیے بڑی خبر، مصنوعی لبلبہ تیار"
NEUTRAL,ناخن ہماری صحت اور ابتدائی بیماری کا پتہ دیتے ہیں! ویڈیو دیکھیں
POSITIVE,اینگزائٹی پر قابو پانے کا نہایت آسان حل
NEUTRAL,سردیوں میں ہم بیمار کیوں ہوتے ہیں؟ ماہرین نے وجہ ڈھونڈ لی
NEUTRAL,سوشل میڈیا کے استعمال سے بزرگ افراد کو کیا فائدہ ہوسکتا ہے؟
NEUTRAL,"نزلہ زکام کے لیے ڈاکٹر کے پاس نہ جائیں، گھر میں ہی علاج کریں"
NEGATIVE,"اہم انجکشن کراچی میں ایل سی کھلنے کے منتظر، لاہور میں گردوں اور جگر کی پیوندکاری بند"
NEGATIVE,ملک بھر میں کرونا وائرس کے 5 کیسز رپورٹ
NEGATIVE,"فضائی آلودگی کے باعث سالانہ 70 لاکھ اموات،  ڈبلیو ایچ او کا انکشاف"
POSITIVE,کل سے ملک گیر انسداد پولیو مہم کا آغاز
NEGATIVE,پنجاب کے 31 اضلاع کے بچے کرونا ویکسین سے محروم ہونے کا انکشاف
NEUTRAL,اُڑد دال کی کچوری کیسے بنائیں؟ جانئے مزیدار ریسیپی
POSITIVE,وہ غذائیں جو شوگر کے مرض کا مکمل خاتمہ کرسکتی ہیں
POSITIVE,"الائچی کھائیں، خطرناک بیماری سے جان چھڑائیں"
NEGATIVE,رات دیر سے کھانا کھانا کتنا نقصان دہ ؟
NEGATIVE,طویل دورانیے کے فضائی سفر کے نقصانات سامنے آگئے
NEUTRAL,ڈریپ نے 20 ادویات کی نئی قیمتیں مقرر کردیں
NEGATIVE,"کسی کا بھجوایا کھانا کھانے کے بعد گورنر سندھ کو الٹیاں، سانس لینے میں دشواری"
NEUTRAL,دمہ کے مرض میں مفید غذائیں کون سی ہیں؟ جانئے
NEGATIVE,طبی عملے نے 13 جنوری سے سرکاری اسپتالوں کو تالے لگانے کی دھمکی دے دی
NEUTRAL,نیند کے دوران جھٹکا محسوس ہونے اور آنکھ کھلنے کی وجہ کیا ہے؟
POSITIVE,جلد کی خوبصورتی کے لیے گرم پانی پینے کی عادت نہایت فائدہ مند
NEGATIVE,ایک سال میں 50 لاکھ کمسن بچے موت کے منہ میں چلے گئے
NEGATIVE,الکحل کا ایک قطرہ جسم میں کیا کرسکتا ہے؟ عالمی ادارہ صحت کا بڑا انکشاف
NEGATIVE,بخار کا علاج: پیراسٹ (پیراسٹامول) غیرمعیاری قرار
NEUTRAL,سردیوں میں وٹامن ڈی کی کمی کیوں ہوتی ہے اور کیسے پوری کی جائے؟
POSITIVE,گردے کی پتھری کو نکالنے کے سادہ طریقے
POSITIVE,دارچینی سے شوگر کیسے کنٹرول کریں؟
NEUTRAL,برڈ فلو کی نئی وبا پھیلنے کے بعد جاپان کا اہم فیصلہ
NEUTRAL,"سرخ یا ہرا، کس سیب میں غذائیت زیادہ ہوتی ہے؟"
POSITIVE,پٹھوں کی مضبوطی کے لیے چاکلیٹ پروٹین شیک بنانے کا طریقہ
NEUTRAL,مچھر کان کے پاس آکر ہی گانا کیوں گاتے ہیں؟ وجہ سامنے آگئی
NEGATIVE,"اومیکرون نے امریکا میں پنجے گاڑ لیے، کیسز میں ہوشربا اضافہ"
NEGATIVE,دوا ساز کمپنیوں نے 5 جنوری سے احتجاجی مظاہروں کی دھمکی دے دی
NEGATIVE,کرونا وائرس کیسز ریکارڈ ہونے کا سلسلہ جاری
NEGATIVE,کن ممالک کی جانب سے چین سے آنے والے مسافروں پر پابندیاں عائد کی جا رہی ہیں
NEGATIVE,ہرشیز چاکلیٹ میں دھاتی اجزا؟ کمپنی پر مقدمہ
NEGATIVE,دودھ پینے سے انسولین کا خطرہ کس صورت میں بڑھ جاتا ہے؟
POSITIVE,ڈاؤ کے طلبہ نے سول اسپتال میں پیڈیاٹرک سرجری اوٹی کمپلیکس قائم کر دیا
POSITIVE,2022 میں بھی پنجاب میں پولیو کا کوئی کیس رپورٹ نہیں ہوا
NEUTRAL,دفاتر میں بیٹھ کر دن گزارنے والے کون سی ورزش کریں؟
NEUTRAL,کھانے کے دوران پانی پینا صحت کے لیے کتنا فائدہ مند؟ تحقیق سامنے آگئی
