LABELS,NEWS
1,مشیر کے عہدے کیلئے لطیف بٹ کی جگہ خالد محمود لیں گے ۔ 
1,نومنتخب ضلعی ذمہ داران جماعت اسلامی راولپنڈی جنرل سیکرٹری راجہ جواد احمد ۔نائب امراء سجاد احمد عباسی ۔ابو عمیر۔۔۔ 
0,لوگو ! کتاب کا خزانہ ہو جاؤ اور علم کے چشمے بن جاؤ اور روزانہ اللہ سے روزی مانگو۔ اگر تمہارے پاس بہت زیادہ روزی نہیں تو کوئی نقصان نہیں عمرؓ 
0,ساقی تیری محفل میں ھم جام اچھالیں گے گر کچی بھی نا ملی تو کام ڈیزل سے چلا لیں گے چندے سے انقلاب 
1,مٹھائی ہم امپائر کی انگلی کھڑی ہونے کے بعد کھائیں گے پہلے جنریٹر کے لئے ڈیزل منگوا لوں 
1,اسلام آباد اور پشاور میں محرم الحرام کا چاند نظر اگیا هے تمام اھل اسلام کو نیا سال مبارک ھو 
1,محرم الحرام کا چاند نظر آگیا۔۔۔ نیا ھجری سال 1436 مبارک هو۔۔۔ 
1,تہمتیں تو لگتی ہیں روشنی کی خواہش میں گھر سے باہر آنے کی کُچھ سزا تو ملتی ہے لوگ لوگ ہوتے ان کو کیا خبر جاناں !۔۔۔ 
1,دبئی ٹیسٹ: پاکستان کے دونوں اوپنرز 7 رنز پر آؤٹ: دبئی ٹیسٹ میچ میں پاکستان ٹاس جیت کر آسٹریلیا۔۔۔ 
1,حضرت امام حسین کا صبر شکر توکل اور رضائے الٰہی کائنات کے انسانوں کیلئے علم و عرفان کا مینار ہیں ‘ ۔۔۔ 
1,لاہور: وائرس کے مریضوں کے علاج کے لئے تربیت دی جارہی ہے ۔ڈی جی ہیلتھ 
0,قیامت کی نشانیاں 
0,"کس نے کھیل کھیلا ہے ، کس نے ہجر جھیلا ہے اب گزر گیا جاناں اس سوال کا موسم "
1,4 سال بعد مگر انصاف مل گیادہلی کی ایک عدالت نے اجتماعی ریپ کیس کے تمام پانچ قصورواروں کو عمر قید کی سزا سنائی ہے 
0,"جی دوستوآج کاسوال; کیمرہ کس نے ایجاد کیا؟ جواب دیں انعام جیتیں ، "
1,پی آئی اے میں 12 ڈائریکٹرز کے تقرر کی اجازت 17 کام کررہے ہیں 
1,بنوں میں دوستانہ میچ آئی ڈی پیز کی شاہد آفریدی الیون نے جیت لیا 
0,وہ لوگ جنھوں نے ہندوؤں کی دیکها دیکهی کل دیوالی منا ئ یامبارک باددی ان سے پوچھنا یہ ہے کہنیکسٹ 
1,اجے دیوگن کی فلم ''ایکشن جیکسن'' کا پہلا پوسٹر جاری 
1,پیار بھرے دو شرمیلے نین چندے سے انقلاب 
0,ميری پرواز جاں ميں حائل ہے سانس ٹوٹے ہوئے پروں جيسی دل کي بستی ميں رونقيں ہيں مگر چند اجڑے ہوئے گھروں جيسی 
1,"پاک،چین سرحدوں کی نگرانی کیلئے بھارت کا ڈرون طیارے استعمال کرنے کا فیصلہ ، روزنامہ اُردو پوائنٹ "
0,غلط انسان سے ریٹ پوچھ رہے کیا پتا زیادہ ریٹ بتادے اصل ریٹ ٹویٹ والی سرکار سے پوچھیے 
0,اور اگر کہیں فٹ ہوتی تو وہاں کر بھی لیں :( 
1,پاکستان تحریک انصاف کا 29اکتوبر کو استعفوں کے معاملے پر بات کرنے کیلئے اسپیکر قومی اسمبلی کے سامنے پیش ہونے کا فیصلہ 
1,"ﺑﮩﺘﺮﯾﻦ ﻟﻮﮒ ﺑﮩﺘﺮﯾﻦ ﻧﯿﺖ ﺭﮐﮭﺘﮯﮬﯿﮟ ﺟﺲ ﮐﯽ ﻭﺟﮧ ﺳﮯﺭﺏ ﺍﻥ ﮐﮯ ﺗﻤﺎﻡ ﮐﺎﻣﻮﮞ ﮐﻮ ﺳﻨﻮﺍﺭ ﺩﯾﺘﺎ ﮬﮯ،ﺍﻭﺭ ﺟﺲ ﮐﺎﻡ ﮐﻮ ﺭﺏ ﺳﻨﻮﺍﺭ ﺩﮮ ﺍﺳﮯ۔۔۔ "
0,میں ڈیزل ڈیزل کردی آپے ڈیزل ہوئی ۔۔ 
0,ایک دن مرنے کے لیے ساری زندگی جینا پڑتا ہے 
0,ثریااب تو مجھے سب ٹویٹیں مارے گا:ڈ 
0,اپ ڈیٹ کرو ٹھیک ہو جائے گا 
0,ہاہاہا ہزارہ تو کھڑا ہے کیا حضرت صاب بھی کھڑے ہیں یا انہیں بھی رُلانے کا پلان ہے ؟؟؟ 
0,زندگی اپنے لہو کا نام ہے زندگی ایک آرزو ے خام ہے زندگی حسرت بھری فریاد ہے زندگی گویا کسی یاد ہے سوزش درد جگر ہے ۔۔۔ 
0,ایک مشورہ ھے ۔۔۔۔ چندے سے انقلاب تو ممکن نہیں بنی گالا کا کنکشن شاید بحال ھوجائے ۔۔۔۔ یا پھر پختون ڈیزل ھی سے کام چلایے ۔۔۔ 
0,پاکستانی قوم جاگ گئی ھے کہ ڈیزل کی قیمتیں کیوں بڑھ گئی ہیں 
0,جس دن ہم میں دین کا فہم پیدا ہو جائے گا اس دن سارے مولویوں کو اپنی اپنی دوکانیں بند کر کے بهاگنا پڑ جائے گا! 
0,اپ مدعا سمجھے ہی نہیں 
0,گنجو کا فوٹو شوٹ تو هو گیا نا 
0,لمحہ فکریہ! 
0,شکل اس کی تھی دلبروں جيسی خو تھی ليکن ستمگروں جيسی اس کے لب تھے سکوت کے دريا اس کی آنکھيں سخنوروں جيسی 
0,سلسلہ وار پڑھنے کے لیے 
0,چندے سے انقلاب لانا تھا تو سیاست میں چھولے کھانے آئے ہو ؟؟؟ 
1,"کور کمیٹی کے اجلاس میں 30 نومبر کے دھرنے سے متعلق بات کی، شیریں مزاری"" "
1,"کور کمیٹی کے اجلاس میں 30 نومبر کے دھرنے سے متعلق بات کی، شیریں مزاری"" "
1,اگر کرپشن کے باوجود ترقی ہونی ہوتی تو کب کی ہو چکی ہوتی۔۔۔ 
1,اگر کرپشن کے باوجود ترقی ہونی ہوتی تو کب کی ہو چکی ہوتی۔۔۔ 
1,لاہور: آئی جی پنجاب مشتاق سکھیرا کی زیر صدارت آر پی او کانفرنس۔ 
1,اسلام علیکم الله آپ کو خوش اور سلامت رکھے ۔آمین۔ صبح جمعہ مبارک! 
1,"ثمینہ صاحبہ خوش آمدید ،ویلکم،جی آیاں نوں فالو یو بیک ایز ریٹرن محبت "
1,کو ئی بات نہیں سب ٹھیک ہوجائیں گے 
1,"عربی سیکھو ، اس لیے کہ وہ عقل میں پختگی اور مروّت میں زیادتی پیدا کرتی ھے ۔ سیدنا عمر فاروقؓ "
1,ﺑﻴﺸﮏ ﺍللہ ﻟﻮﮔﻮﮞ ﭘﺮ ﮐﭽﮫ ﻇﻠﻢ ﻧﮩﻴﮟ ﮐﺮﺗﺎ ﮨﺎﮞ ﻟﻮﮒ ہیﺍپنی ﺟﺎﻧﻮﮞ ﭘﺮ ﻇﻠﻢ ﮐﺮﺗﮯ ﮨﻴﮟ ﺳﻮﺭﮦ ﯾﻮﻧﺲ 44 
0,عمران خان صاحب کو 30اور 31 اگست کی درمیانی شب یقینا یاد ہو گی جب انکے رفقاءاور کارکنان جلسے کے بعد وہاں سے جا چکے ۔۔۔ 
0,آج ایک نئی پیپلز پارٹی کی خبریں گردش کر رہی ہیں 
1,"طاہر القادری محرم الحرام میں یورپ اور شمالی امریکا کا دورہ کریں گے ، ذرائع قادری پردیسی ہونے لگاہے ؟* "
1,لیاری گینگ وار کے اہم کردار شکیل بادشاہ کا قریبی ساتھی الطاف بابا گرفتارکراچی پولیس نے لياری گینگ وارکے اہم۔۔۔ 
1,لاہور: سروسز ہسپتال میں آئی سی یو قائم کردیا گیا۔ ڈی جی ہیلتھ 
1,کل سنا ھے جیو نیوز په عمران خان کا پرانا انٹرویو چلایا تھا۔ کیا اب جیو معافی مانگنے والی ھے ؟ ویسے فائده بھی جیوکا اسی میں ھے 
1,اصل بے نیازی و مالداری دل کی بے نیازی و مالداری ہوتی ھے ۔ سیدنا عمر فاروقؓ 
0,کوئی بھی شخص اس غلط فہمی میں نہ رہے 
1,صحبت کا بہت اثر ہوتا ہے ۔صحبت کا ملنا بهی بڑے نصیب کی بات ہے 
0,پہلے چاند تارے ' ہوا اور خوشبو' اچھے لگتے تھے ! اب صرف ۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔ تم 
1,او جی ڈی سی ایل شیئرز اور سکوک :غیر ملکی ادائیگیوں میں بہتری کی امید: اسلام آباد۔۔۔۔۔۔۔۔۔آئن۔۔۔ 
0,حضرت امام حسین رضی اللہ عنہ 
0,دیکوں دیکوں کون ایا شیر کا شکاری ایا 
1,مریم نواز کی یوتھ لون اسکیم کی چیرپرسن تعیناتی کے خلاف درخواست کی ہائیکورٹ میں سماعت 
1,السلام علیکم - باغ آزاد کشمیر سے کوئی ساتھی ہوں تو مجھے ان باکس کریں ۔ جزاک اللہ 
1,قادری کے اعلان کے بعد دھرنے کے آخری مناظر : چند لمحات پہلے لی گئی کچھ تصاویر 
1,"کپتان مصباح الحق کا کہنا ہے کہ وہ اپنی کارکردگی سے بہت مطمئن ہیں ، کینگروز کے خلاف کامیابی کے لیے نئے کھلاڑیوں کو اعتماد دینا ہوگا۔ "
1,بوٹسوانہ:این خامہ دوسری مرتبہ ملک کے جمہوری صدر منتخب بوٹسوانہ: ڈیموکریٹک پارٹی نے عام انتخابات میں 53 میں سے 33 نشستیں حاصل کیں 
0,یہ دقیق اور باریک گتھی اپ ہی سلجھائیں 
0,پیار ایک بار ہوگا۔۔۔ بار بار نہیں ہوگا ۔ 
0,بڑے بے آبرو ہو کر تیرے کُوچے سے ہم نکلے ۔۔۔ 
1,تاریخ سے سبق سیکھو 
1,سندھ میں ہر قوم اپنی شناخت میں برقرار رہی الطاف حسین نے مہاجر نواز شریف نے پنچابی اور پی پی نے سندھی ووٹ بٹورا جس کا نتیجہ سب کے سامنے ہے 
1,": تحریک انصاف استعفوں کے موقف پر قائم ہے ،نظام کی تبدیلی چاہتے ہیں ،شیریں مزاری "
1,کلاسک ویڈیو گیم کی شکل میں بنایا گیا منفرد کیک!: نیویارک ۔۔۔۔۔۔کیک خواہ سالگرہ کا ہویا کسی اور۔۔۔ 
1,کاش مجھے ڈیزل مولانا بنایا ہوتا یا دھرنے سے قادری کی جگہ مجھے اٹھایا ہوتا 
1,اس بطح کے منہ والے سے سوہنا تو میں ہوں :))) کیسے سمجھ آئے ؟ 
0,پاکستان مسلم لیگ ن کا یہ انتخابی ترانہ 
0,میاں صاحب اس پیغام میں ہے ایک بار ضرور دیکھیں اور شئیر کرنے میں کنجوسی نہ کریں ویڈیو دیکھیں 
0,"جو طلب پہ عہدِ وفا کیا، تو وہ آبروئے وفا گئسرِ عام جب ہوئے مدّعی تو ثوابِ صدق و صفا گیا "
1,یکم محرم الحرام یوم فاروق اعظم رضی الله عنه ملک بھر میں مذهبی عقیدت و احترام سے منایا جاے گا سیدنا عمر فاروق 
1,"دہشتگردی میں جاں بحق، گریڈ ایک سے 16 کے ملازمین کے اہلخانہ کو 30 لاکھ روپے امداد ملے گی- "
0,اتفاق سے میں پرچہ حل کرنے کیلئے جارہاہوں ۔۔۔دو بجے پیپر ہء 
1,بالی وڈ اداکارہ ریکھا سپر نانی بن گئیں 
1,زاہد‘ یہ میری شوخیِ رندانہ دیکھنا!رحمت کو باتوں باتوں میں بہلا کے پی گیاسر مستیِ ازل مجھے جب یاد آ گئی دنیائے اعتبار کو ٹھکرا کے پی گیا 
1,تبدیلی آ نہیں رہی تبدیلی آگئی ہے ;) 
1,ﺩﺑﺌﯽ ﭨﯿﺴﭧ : ﮐﮭﺎﻧﮯ ﮐﮯ ﻭﻗﻔﮯ ﭘﺮ ﭘﺎﮐﺴﺘﺎﻥ ﮐﮯ 2 ﻭﮐﭧ ﭘﺮ 50 ﺭﻧﺰﺍﻇﮩﺮ ﻋﻠﯽ 24 ﺍﻭﺭ ﯾﻮﻧﺲ ﺧﺎﻥ 14 ﺭﻧﺰ ﭘﺮ ﻧﺎﭦ ﺁﺅﭦ 
1,عمران خان کنٹینرسے نکل کراس کی چھت پر پہنچے اورکئی لمحے طاہر القادری کے کنٹینرکی طرف لوگوں کوسامان باندھتا دیکھتے رہے ۔ 
1,صرف اسلام آباد میں بیٹھے رہنے سے عوام کا شعور بیدار کیا جا سکتا تو ڈاکٹر طاہر القادری۔۔۔ 
1,":تبدیلی ڈول بجانے سے نہیں آتی ، عملی کام کرنے سے آتی ھے ، "
1,ایک سے 16 گریڈ کے ملازمین کے انتقال پر خاندان کو 25 لاکھ روپے دیے جائیں گے - 
0,دماغ کا دلیہ 
0,"کوئی آہٹ، کوئی جنبش، کوئی دستک نہیں ہوتیہمارے شہرِ ویراں میں بڑی فرصت کا موسم ہے ! "
0,میں کب کا چکا ہوں ہوائیں مجھے نہ دو 
1,اگر وہ تم سے پیار کرتا ہے تو وہ تمھیں کبھی نہیں چھوڑے گا اور کبھی تمھیں نیچا نہیں دیکھائے گا۔ 
0,"ﺳﻮﺩﮐﮭﺎﻧﮯ ﻭﺍﻟﮯ، ﺍﺱ ﮐﮯ ﻭﮐﯿﻞ، ﺍﺳﮑﮯ ﮐﺎﺗﺐ ﺍﻭﺭ ﺍﺱ ﮐﮯ ﮔﻮﺍﮦ ﭘﺮ ﻟﻌﻨﺖ ﻓﺮﻣﺎﺋﯽ ﮨﮯ ﺍﻭﺭ ﻓﺮﻣﺎﯾﺎ ﮐﮧ ﻭﮦ ﺳﺎﺭﮮ ﺑﺮﺍﺑﺮ ﮨﯿﮟفرمان S NEUTRAL W W "
1,سائنسدانوں نے حیرت انگیز ’’طلسماتی چھتری ایجاد کرلی viNEUTRAL 
1,جا چکے ھو مگر نہیں جاتے تم تو ہجرت کمال کرتے ھو 
1,"لاہور: سعد اختر بھروانہ ڈی آئی جی ٹریننگ تعینات،نوٹی فکیشن جاری"" "
1,آقا صلی اللہ علیہ و آلہ وسلم کے صحابہ صحبت کی وجہ سے ہی اتنے پختہ ایمان اور یقین والے تهے اور ان میں ان کے مرشد کا عکس تها 
1,"پراٹھے ، مچھلی، چائے عمران خان کے ساتھ "
1,"کتاب - دستک انتساب میری زندگی، ان رشتوں کے نام، جو عجیب بھی ھیں اور غریب بھی - جو محبت اور اذیت کا نایاب۔۔۔ "
1,شاہد آفریدی الیون نے آئی ڈی پیز الیون کو ہرا دیا 
1,بہت بہت شکریہ۔۔۔ ہم نے تو مٹھائی کھانی ہے آپ سے ۔۔ 
1,"ﺗﻤﺎﻡ ﻣﺴﻠﻤﺎﻧﻮﮞ ﮐﻮ ﻧﯿﺎ ﺍﺳﻼﻣﯽ ﺳﺎﻝ ﻣﺒﺎﺭﮎ ﮨﻮ ﺩﻋﺎ ﮐﺮﺗﮯ ﮨﯿﮟ ﺍﻟﻠﮧ ﺗﻌﺎﻟﯽٰ ﺗﻤﺎﻡ ﻣﺴﻠﻤﺎﻧﻮﮞ ﭘﺮ ﺍﭘﻨﮯ ﮐﺮﻡ ﺳﮯ ﺭﺣﻤﺘﯿﮟ ،ﺑﺮﮐﺘﯿﮟ ﻧﻌﻤﺘﯿﮟ ﻧﺎﺯﻝ ﻓﺮﻣﺎﺋﯿﮟ ﺁﻣﯿﻦ ﺛﻢ ﺁﻣﯿﻦ "
1,اسلام آباد ان دھرنوں کے لئے موزوں ہے ۔ امیروں کا شہر ہے ریڑھی والے غریبوں کا خرچہ نکل آتا ہے 
0,نیا بلاگ کب تک پوسٹ کریں گی آپ؟؟؟؟ 
1,بجھی بجھی ’شامِ شعرِ یاراں ‘ 
1,"الله اکبر ,,,,,,,,,,,,,,,,,مولانا جی کیا بات ھے "
1,"جمعه مبارک ، دعا میں یاد رکھیں ،شکریه "
1,"مجھے ایسا لطف عطا کیا، جو ہجر تھا نہ وصال تھامرے موسموں کے مزاج داں ، تجھے میرا کتنا خیال تھاکسی اور چہرے کو۔۔۔ "
1,اے شفقت اے ھن جناب دیناراض نا ہونا مرا ویر 
1,نبی اکرم صلٰی اللہ علیہ وآلہ وسلم پر ہزاروں کڑوڑوں درود و سلام 
1,آج سے بیس سال پہلے ایک عزیز تعلیم کے سلسلے میں امریکہ میں مقیم تھا 
1,۔شہدا نے پکارا ہے تم کوفردوس کے بالا خانوں سے ۔ہم راہ وفا میں کٹ آے تم کوپیارہے ابھی تک اپنی جانوں سے ۔28ذوالحج یوم شھادت محمد عثمان باغائي 
